idqr	status	status_lock	startdate	enddate	lastact	loi	lastlogic	lastq	hist	ip	ssid	machine	sinvite	stype	survey_m	rd_name	rd_tel	QUOTA_GENDER	QUOTA_AGE	QUOTA_LOCATION	QUOTA_GBKK	QUOTA_SES	QUOTA_BUMO	s1	s2	s3	s3_1	s3_2	s3_3	s4	s5	s6	s7ar1001	s7ar1002	s7ar1003	s7ar1004	s7ar1999	s7ar2001	s7ar2002	s7ar2003	s7ar2004	s7ar2005	s7ar2006	s7ar2007	s7ar2008	s7ar2009	s7ar2010	s7ar2011	s7ar2012	s7ar2999	s7ar3001	s7ar3002	s7ar3003	s7ar3004	s7ar3999	s7ar4000	s7ar5000	s7ar6000	s7ar7000	s7ar8000	s7ar9000	s7ar1000	s7ar1100	s7ar1200	s7ar1300	s7ar99	s7br1001	s7br1002	s7br1003	s7br1004	s7br1999	s7br2001	s7br2002	s7br2003	s7br2004	s7br2005	s7br2006	s7br2007	s7br2008	s7br2009	s7br2010	s7br2011	s7br2012	s7br2999	s7br3001	s7br3002	s7br3003	s7br3004	s7br3999	s7br4000	s7br5000	s7br6000	s7br7000	s7br8000	s7br9000	s7br1000	s7br1100	s7br1200	s7br1300	s7c	s7dr1001	s7dr1002	s7dr1003	s7dr1004	s7dr1999	s7dr2001	s7dr2002	s7dr2003	s7dr2004	s7dr2005	s7dr2006	s7dr2007	s7dr2008	s7dr2009	s7dr2010	s7dr2011	s7dr2012	s7dr2999	s7dr3001	s7dr3002	s7dr3003	s7dr3004	s7dr3999	s7dr4000	s7dr5000	s7dr6000	s7dr7000	s7dr8000	s7dr9000	s7dr1000	s7dr1100	s7dr1200	s7dr1300	s7dr99	cell	s8	s9	s10	l0	cell1	cell2	cell3	cell4	q0	q1_1	q2_1	q3_1	q4_1	q5_1	q6_1	q7_1	q8_1	q9_1	q1_2	q2_2	q3_2	q4_2	q5_2	q6_2	q7_2	q8_2	q9_2	q1_3	q2_3	q3_3	q4_3	q5_3	q6_3	q7_3	q8_3	q9_3	q1_4	q2_4	q3_4	q4_4	q5_4	q6_4	q7_4	q8_4	q9_4	q10a1	q10a2	q10a3	q10a4	q11a1	q11a2	q11a3	q11a4	q12	q13	q14	n0	cellp1	cellp2	cellp3	cellp4	q15_1	q15_2	q15_3	q15_4	q16a1	q16a2	q16a3	q16a4
214	FINISH		2.02602E+13	2.02602E+13	2.02602E+13		38	thank	intro;s1;s3_2;s3_3;s3;s5;s6;s7a;s7b;s7c;s7d;s8;s10;quota;l0;q0;q1_1;q4_1;q1_2;q4_2;q1_3;q4_3;q1_4;q4_4;q10;q11;q13;n0;q15_1;q15_2;q15_3;q15_4;q16;q12;	1.46.142.104	175632127	"Browser:Chrome, Version:144.0.7559.59, OS:Android, OSVer:14, isMobile:false, Screen:Current Resolution: 1007x601, Available Resolution: 1007x601, Color Depth: 24, Device XDPI: undefined, Device YDPI: undefined, UseCookie:true"	sms			นีรวัฒน์ สามิตร	959143872	2	1	3	2	3	2	1	2	3	2	9	2	4	3	1	1			1						1									1	1				1										0	1																		1	1														3002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	6	9	1	13	1	2	3	4	1	6	4	4	2	4	5	5	4	4	5	4	4	2	4	4	4	4	4	6	4	4	1	4	5	5	4	4	6	4	5	1	4	4	4	5	4	1	4	3	2	1	4	3	2	A ลวดลายบนขวด วงกลมๆต่อเนื่องกันเหมือน หยดน้ำ ดูแลรู้สึกสดชื่น B ลวดลายบนขวดทั้งด้านบนและด้านล่าง เป็นลวดลายที่ แสดงถึง ความมีสีสัน ที่แตกต่าง ไม่เหมือนใคร ดูทันสมัย C ลวดลายที่เป็นเส้นเป็นสาย เหมือนแม่น้ำ เหมือนทางน้ำไหล ดูแล้ว สบายตา สื่อถึงเครื่องดื่มที่สดชื่น D ลวดลายบนขวด ที่ดู มีความคลาสสิค ความเป็นดั้งเดิม ดูดี ดูแพง ดูมีราคา W จุด 3 จุดด้านบน เรียงกัน จากใหญ่มาเล็ก และมี เงาด้านหลัง ดูแล้วมีลูกเล่น มีสไตล์ ทันสมัย X ตัวอักษรตัว I เป็นรูปขวด ดูแปลกใหม่ สื่อถึงยี่ห้อได้ชัดเจน เข้าใจง่าย Y ตัวอักษรตัว i เป็นรูปขวด สื่อถึง ยี่ห้อ ได้ชัดเจน ดูแปลกใหม่ Z ขีดทับที่เป็นเส้นเอียงของตัว y และมีจุด 3 จุดข้างๆ เท่าๆกัน ดูแปลกใหม่ ดูไม่ซ้ำใคร	2	4	13	1	2	3	4	6	5	6	5	1	3	2	4
215	FINISH		2.02602E+13	2.02602E+13	2.02602E+13		38	thank	intro;s1;s3_2;s3_3;s3;s5;s6;s7a;s7b;s7c;s7d;s8;s10;quota;l0;q0;q1_1;q4_1;q1_3;q4_3;q1_4;q4_4;q1_2;q4_2;q10;q11;q13;n0;q15_1;q15_3;q15_2;q15_4;q16;q12;	1.46.142.104	175632127	"Browser:Chrome, Version:144.0.7559.59, OS:Android, OSVer:14, isMobile:false, Screen:Current Resolution: 1007x601, Available Resolution: 1007x601, Color Depth: 24, Device XDPI: undefined, Device YDPI: undefined, UseCookie:true"	sms			คนึงนิต ทองมาก	823971520	1	1	3	1	2	2	3	2	3	1	9	2	3	4	1	1					1							1						1	1				1										0	1																			1														3002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	5	9	1	14	1	3	4	2	1	6	4	4	2	4	4	5	4	4	6	4	4	2	4	5	5	4	4	5	4	4	2	4	4	4	4	4	6	5	4	2	4	5	4	5	4	4	2	1	3	4	1	2	3	A ชอบลายที่เป็นวงกลมต่อเนื่องกัน เหมือนฟอง อากาศที่อยู่ในเครื่องดื่ม เห็นแล้วรู้สึกสดชื่น B ชอบลายที่ดูหลากหลาย ดูมีความคิดสร้างสรรค์ แปลกใหม่ จากพื้นลายด้านหลังที่เป็นรูปตัวอักษร เล็กบ้างใหญ่บ้าง ทับกันบนพื้นหลัง C ลายพื้นหลัง ดู เป็นเหมือนลายสายน้ำที่หลายสายมารวมกัน ดูแล้วรู้สึกสดชื่น D ลายพื้นหลังที่ ดูเรียบหรู เหมือนลายไทย ดูมีเอกลักษณ์ สะดุดตา W พื้นหลังของตัวอักษรทุกตัว มีเงาด้านหลัง ดูโดดเด่น ดูมีมิติน่าสนใจ X ชอบจุด 3 จุดกลมๆด้านบนตัว y ที่มีความคมชัด ขนาดใหญ่กลางเล็ก มีเอกลักษณ์สะดุดตา Y จุด 3 จุดบนตัว y มีขนาดใหญ่กลางเล็ก ดูมีมิติ ดูสะดุดตา Z จุด 3 จุดอยู่ข้างขีดตัว y ทำให้ดู เป็นตัว y ชัดเจนขึ้น ดูแปลกไม่ซ้ำใคร 	1	5	14	1	3	2	4	6	5	5	5	1	3	2	4
216	FINISH		2.02603E+13	2.02603E+13	2.02603E+13		38	thank	intro;s1;s3_2;s3_3;s3;s5;s6;s7a;s7b;s7c;s7d;s8;s10;quota;l0;q0;q1_1;q4_1;q1_4;q4_4;q1_3;q4_3;q1_2;q4_2;q10;q11;q13;n0;q15_1;q15_4;q15_2;q15_3;q16;q12;	1.47.137.179	342793864	"Browser:Chrome, Version:145.0.7632.80, OS:Android, OSVer:14, isMobile:false, Screen:Current Resolution: 1007x601, Available Resolution: 1007x601, Color Depth: 24, Device XDPI: undefined, Device YDPI: undefined, UseCookie:true"	sms			นพรุจน์ หนองบัว	647723211	2	1	3	2	2	2	1	2	3	2	9	2	3	4	1	1			1		1	1												1	1				1										0	1																		1	1				0										3001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	5	9	1	15	1	4	3	2	1	6	4	4	1	4	5	5	4	4	6	5	4	1	5	5	5	4	5	6	4	4	1	4	5	5	4	4	6	5	4	2	4	5	4	5	4	2	4	3	1	2	4	3	1	A ลายกลมๆบนพื้นหลัง ดูเหมือนหยดน้ำที่หลายๆหยดรวมกันอยู่ในขวดดูแล้วมีความสดชื่น B การดีไซน์พื้นหลัง การแปะติดที่ ให้ความแตกต่างของตัวอักษร ตัวใหญ่เต็มตัว ครึ่งตัว ตัวตรงตัวเอียง ดูไม่มีขอบเขตดูแปลกใหม่ C การนำลายเหมือนสายน้ำ ที่ เลี้ยวลดคดเคี้ยว เป็นสายเดียว ให้ความสดชื่นได้ D เป็นลายเต็มใบลายเต็มขวดที่ดูสะดุดตา ดูเป็นอันเดียวกัน คล้ายลายใบไม้ที่มีความใหญ่ ดูสะดุดตา W ตัวอักษรและลายจุด ทุกอย่าง มีการแรเงา เป็น 3 มิติด้านหลัง ดูแตกต่าง ดูไม่ซ้ำใคร X ตัว I ที่เป็นรูปขวดเครื่องดื่ม ดูกลมกลืนดูเข้ากันกับตัวอักษร ดูแปลกใหม่ สะดุดตา Y ตัวอักษร I ที่ออกแบบเป็นรูปขวดเครื่องดื่มดูมีความแตกต่าง ดูสะดุดตาไม่ซ้ำใคร Z การออกแบบจุด 3 จุด ให้เป็นสัญลักษณ์ของตัว y ดูแปลกใหม่ไม่ซ้ำใคร สะดุดตาได้ง่าย	2	4	15	1	4	2	3	6	6	6	6	1	2	3	4
217	FINISH		2.02603E+13	2.02603E+13	2.02603E+13		38	thank	intro;s1;s3_2;s3_3;s3;s5;s6;s7a;s7b;s7c;s7d;s8;s10;quota;l0;q0;q1_2;q4_2;q1_1;q4_1;q1_3;q4_3;q1_4;q4_4;q10;q11;q13;n0;q15_2;q15_1;q15_3;q15_4;q16;q12;	1.47.137.179	342793864	"Browser:Chrome, Version:145.0.7632.80, OS:Android, OSVer:14, isMobile:false, Screen:Current Resolution: 1007x601, Available Resolution: 1007x601, Color Depth: 24, Device XDPI: undefined, Device YDPI: undefined, UseCookie:true"	sms			ธนัญญา สายจันทร์	902989720	1	1	3	2	3	2	2	2	3	2	9	2	4	4	2	1		1							1										1				1										0	1									1										1														3002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	6	12	1	16	2	1	3	4	1	6	4	4	2	4	5	4	4	4	6	4	4	1	4	4	4	5	4	6	4	4	1	4	4	5	4	4	7	5	4	2	5	5	4	5	5	4	3	1	2	4	3	1	2	A ดีไซน์ตัวอักษรคำว่าclassic มีความ เรียบหรู มีคลาส ดูมีระดับ จาก ตัวอักษรที่ มีหัวมีหาง มีลายเส้นที่คมชัด B จุด 3 จุดที่อยู่บนตัว y เรียงขนาดจากใหญ่ลงมา โดดเด่น อยู่ด้านบนของขวด สังเกตได้ง่าย C ชอบดีไซน์ของคำว่าclassic เป็นตัวเขียนที่การใช้ลายเส้นที่ต่อเนื่องกัน เส้นคมชัด ดูโดดเด่นบนขวด D ชอบลายพื้นขวด ที่มีด้านล่าง และไปจนสุดฝาขวด ดูโดดเด่น ดูเห็นชัดเจน คล้ายลายไทยที่อยู่ ตามสถานที่สำคัญ ต่างๆ ดูมีเอกลักษณ์ W ชอบการใช้เงา พื้นหลังสีดำ ทำให้ดู มีลูกเล่นดูมีสไตล์ ดูทันสมัย X จุดวงกลมทึบสีส้มเข้มบนตัว y ที่มีขนาดไม่เท่ากัน ทำให้ดู สะดุดตา ดูโดดเด่น Y วงกลมทึบสีส้มบนตัว y ที่อยู่ติดกัน ขนาดไม่เท่ากัน ดูสะดุดตา จากภาพรวมทั้งหมด Z การใช้ลูกเล่นจุด 3 จุดเท่ากันที่อยู่ติดกับตัว P ให้เข้าใจว่าเป็นตัว y ดูแปลกใหม่ ไม่ซ้ำใคร	1	5	16	2	1	3	4	7	6	6	5	1	2	3	4
218	FINISH		2.02603E+13	2.02603E+13	2.02603E+13		38	thank	intro;s1;s3_2;s3_3;s3;s5;s6;s7a;s7b;s7c;s7d;s8;s10;quota;l0;q0;q1_2;q4_2;q1_3;q4_3;q1_4;q4_4;q1_1;q4_1;q10;q11;q13;n0;q15_2;q15_3;q15_4;q15_1;q16;q12;	1.47.137.179	342793864	"Browser:Chrome, Version:145.0.7632.80, OS:Android, OSVer:14, isMobile:false, Screen:Current Resolution: 1007x601, Available Resolution: 1007x601, Color Depth: 24, Device XDPI: undefined, Device YDPI: undefined, UseCookie:true"	sms			วีรศักดิ์	953081457	2	1	3	1	2	2	1	2	3	1	9	2	3	4	2	1			1		1	1												1	1															1																		1	1														3002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	5	3	1	17	2	3	4	1	1	6	4	4	2	4	4	4	4	4	6	4	4	1	4	4	5	4	4	5	3	4	2	4	4	3	4	4	6	4	4	2	4	4	4	5	5	2	1	4	3	2	1	4	3	A เงาสะท้อนของวงกลมสีขาวดูสว่าง ดูสะดุดตา เหมือนฟองอากาศ ที่ลอยขึ้นมาบนขวด เวลาเราดื่มเครื่องดื่มดูแล้วสดชื่น B ภาพตัวอักษร บนพื้น สีชมพูที่วางกระจัดกระจาย เหมือนการต่อจิ๊กซอว์ ที่ดูมีความแปลกใหม่ ดูน่าค้นหา C เหมือนภาพสายน้ำ ที่กำลังไหลวนมาบรรจบกัน ทำให้รู้สึกสดชื่น D คำว่าspyดูเข้ากัน ดูโดดเด่นบนขวด จุด 3 จุดบนตัว y ดูขนาดพอดี ไม่ใหญ่เกินไป ดูพอดีสบายตา W การออกแบบแสงเงาด้านหลังตัวอักษรให้ดูเหมือนเงาสะท้อน ดูแปลกใหม่ เหมือนภาพ 3 มิติ สะดุดตา X การใช้รูปขวดเครื่องดื่มมาแทนตัว I ด้านล่าง ทำให้ ดูสะดุดตา ดูน่ามอง Y ภาพรูปขวดด้านล่าง ที่แทนตัว i ทำให้มีความแปลกใหม่ ดูสะดุดตา Z การใช้จุด 3 จุดที่เท่ากันมาแทนตัว y ดูไม่เนียน ดูไม่สมจริง กลับเหมือนภาพ พวงองุ่นมากกว่า ไม่ค่อยเหมือนตัวy	2	4	17	2	3	4	1	6	5	6	4	1	3	2	4
219	FINISH		2.02603E+13	2.02603E+13	2.02603E+13		38	thank	intro;s1;s3_2;s3_3;s3;s5;s6;s7a;s7b;s7c;s7d;s8;s10;quota;l0;q0;q1_4;q4_4;q1_1;q4_1;q1_2;q4_2;q1_3;q4_3;q10;q11;q13;n0;q15_4;q15_1;q15_3;q15_2;q16;q12;	1.46.134.141	342793864	"Browser:Chrome, Version:145.0.7632.80, OS:Android, OSVer:14, isMobile:false, Screen:Current Resolution: 1007x601, Available Resolution: 1007x601, Color Depth: 24, Device XDPI: undefined, Device YDPI: undefined, UseCookie:true"	sms			ชนาธิป ทวีสิน	829361088	2	1	3	1	2	2	1	2	3	1	9	2	3	4	2	1			1		1				1									1	1				1										0	1									1										1														3002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	4	9	1	22	4	1	2	3	1	6	4	4	2	4	4	4	4	4	5	4	4	1	4	4	4	3	4	5	4	4	2	4	4	4	3	4	6	5	4	2	4	4	4	5	4	4	1	2	3	4	1	2	3	A จุดวงกลม ขอบใส สีทอง ดูสว่าง อาจจะสื่อถึงแอลกอฮอล์ที่มีฟอง ดื่มแล้วสดชื่น ได้ทุกเวลา B ลายบนพื้นสีชมพู ที่เป็น ตัวอักษร ที่วางกระจัดกระจาย รูปทรงและขนาดแตกต่างกันทั้งพื้นหลัง ให้ความรู้สึกหลากหลาย มีเสรี ดู ไม่ปิดกั้นทางความคิด มีอิสระ  C เป็นลายสายน้ำหลายสายไหลมารวมกัน ดูมีความกลมกลืนกับพื้นหลังสีชมพู ดูสบายตา D ชอบตัวอักษร ตัว s ด้านบนที่มีการเล่นเส้นที่โค้งเว้าดูไม่เหมือนใคร อาจจะสื่อถึงคนสุขภาพดีที่ร่างกายสูงโปร่ง หุ่นดี ดูเป็นที่สนใจ W การใช้ตัวอักษรที่มีขนาด ที่พอดีกัน อยู่ในสัดส่วนที่ เสมอกันดูสบายตา ตัว S ที่ สื่อถึงคนที่รักสุขภาพรูปร่างดีหุ่นดี x การออกแบบ ตัวIให้เป็นขวด ของเครื่องดื่ม โดยมีความกลมกลืนกับตัวส่วนอื่นๆ มีความคิดสร้างสรรค์ Y การใช้ รูปทรงของขวด มาเตรียมตัวอักษร I ทำให้ดูแปลกใหม่ เดี๋ยวสะดุดตา Z การออกแบบตัวอักษรที่ดูใหญ่และหนาเกินไป ดูไม่สะดุดตา ไม่แปลกใหม่ ดูธรรมดาไป 	1	4	22	4	1	3	2	6	5	5	3	1	3	2	4
220	FINISH		2.02603E+13	2.02603E+13	2.02603E+13		38	thank	intro;s1;s3_2;s3_3;s3;s5;s6;s7a;s7b;s7c;s7d;s8;s10;quota;l0;q0;q1_4;q4_4;q1_2;q4_2;q1_1;q4_1;q1_3;q4_3;q10;q11;q13;n0;q15_4;q15_2;q15_1;q15_3;q16;q12;	1.46.134.141	342793864	"Browser:Chrome, Version:145.0.7632.80, OS:Android, OSVer:14, isMobile:false, Screen:Current Resolution: 1007x601, Available Resolution: 1007x601, Color Depth: 24, Device XDPI: undefined, Device YDPI: undefined, UseCookie:true"	sms			อรณิชา	996271309	1	1	3	2	3	2	2	2	3	2	9	2	4	4	2	1		1			1				1									1	1	0			1										0	1									1										1														3002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	6	9	1	23	4	2	1	3	1	6	4	4	1	4	5	5	4	5	5	4	4	2	4	4	4	4	3	6	4	4	1	4	4	5	4	4	6	4	4	2	4	4	4	5	5	1	3	4	2	1	3	4	2	A พื้นลายวงกลม ดูสะดุดตา จากวงกลมที่ต่อเนื่องกัน เหมือนภาพหยดน้ำที่รวมตัวกัน รู้สึก สดชื่น และคำว่า classic เป็นตัวอักษรที่ลากเส้น ต่อเนื่องกัน ดู กลมกลืนกัน B ขึ้นลายด้านหลัง ดูมีความแปลกใหม่ จากการใช้ลาย หลายขนาดแตกต่างกัน เช่นตัวs ที่ตัวตรง ตัวเอียง สลับกัน C คำว่าclassic การใช้ตัวอักษรที่ลายเส้นต่อเนื่องกัน ทุกตัว ดูสะดุดตา โดดเด่นบนพื้นหลังสีชมพู D คำว่าspy มีความโดดเด่น โดยเฉพาะตัว s เหมือนลายคลื่น ของน้ำที่พริ้วไหว ดูสะดุดตา W การดีไซน์ตัว S ดูมีความพริ้วไหว ดูมีลูกเล่น เหมือนคลื่นที่โต้เข้าฝั่งเห็นแล้วสดชื่น X จุด 3 จุดด้านบนตัว y ดูมีขนาดที่กำลังดี สะดุดตา และเรียงขนาดจากใหญ่มาเล็ก ดูมีความ Balance กัน Y จุดวงกลมด้านบนตัว y ที่มีขนาดไล่เรียงกันจากใหญ่ลงมาเล็ก ดูสบายตา เหมือนหยดน้ำพี่ก็ค่อยๆหยดลงมา z ตัวอักษรไม่ค่อยมีลูกเล่น ขนาด เท่ากันหมดทุกตัว ดูธรรมดา ไม่มีการเล่นคำ ไม่ดัดแปลงคำ	2	4	23	4	2	1	3	6	5	5	4	1	3	2	4
221	FINISH		2.02603E+13	2.02603E+13	2.02603E+13		38	thank	intro;s1;s3_2;s3_3;s3;s5;s6;s7a;s7b;s7c;s7d;s8;s10;quota;l0;q0;q1_4;q4_4;q1_3;q4_3;q1_2;q4_2;q1_1;q4_1;q10;q11;q13;n0;q15_4;q15_3;q15_2;q15_1;q16;q12;	1.46.134.141	342793864	"Browser:Chrome, Version:145.0.7632.80, OS:Android, OSVer:14, isMobile:false, Screen:Current Resolution: 1007x601, Available Resolution: 1007x601, Color Depth: 24, Device XDPI: undefined, Device YDPI: undefined, UseCookie:true"	sms			ภูษิต อยู่อนันท์	829870211	1	1	3	1	1	2	3	2	3	1	9	2	5	4	2	1			1			1			1									1	1				1										0	1									1									0	1														3002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	6	9	1	24	4	3	2	1	1	6	4	4	2	4	4	4	4	4	6	4	4	2	4	4	4	4	4	5	4	4	2	4	4	4	3	3	6	4	4	3	4	4	3	4	4	2	1	4	3	2	1	4	3	A ชอบคำว่า classic  ดูเป็นตัวอักษรที่สะดุดตา เป็นตัวเขียน ที่ลากเส้นติดกันทุกตัว ดูเข้ากัน B ภาพบนพื้นหลัง ดูมีดีไซน์ที่ เป็นวัยรุ่น เหมือนภาพตามฝาผนัง Street food เหมือนภาพเพ้นท์ ดูแปลกใหม่ไม่ซ้ำใคร C เป็นภาพสายน้ำที่ไหลไปบรรจบกันไปรวมกัน ดูเป็นอันหนึ่งอันเดียวกัน ดูสบายตา D ภาพพื้นหลัง ดูเป็นเอกลักษณ์ ดูดั้งเดิม เหมือนภาพ ป่าไม้ ที่ให้ความสดชื่น W ภาพตัวอักษรที่มีการใส่รายละเอียด มีเงาสีดำด้านหลัง มีความ แปลกใหม่ ดูโดดเด่น สะดุดตา X การใช้รูปขวดเครื่องดื่มแทนเป็นตัวอักษร i และดูเข้ากัน ดูมีความ แปลกใหม่สะดุดตา Y การใช้รูปขวดผลิตภัณฑ์แทนตัวอักษรI ทำให้ดูมีความใหม่ความแตกต่าง ไม่ซ้ำใคร Z การยกจุด 3 จุดที่ขนาดเท่ากัน มาอยู่ในแถวเดียวกัน เพื่อ เป็นสัญลักษณ์ของตัว y หรือสะดุดตา แตกต่างไม่ซ้ำใคร	2	4	24	4	3	2	1	6	5	5	4	1	3	2	4
222	FINISH		2.02603E+13	2.02603E+13	2.02603E+13		38	thank	intro;s1;s3_2;s3_3;s3;s5;s6;s7a;s7b;s7c;s7d;s8;s10;quota;l0;q0;q1_2;q4_2;q1_4;q4_4;q1_1;q4_1;q1_3;q4_3;q10;q11;q13;n0;q15_2;q15_4;q15_1;q15_3;q16;q12;	1.47.202.221	1211593158	"Browser:Chrome, Version:145.0.7632.80, OS:Android, OSVer:15, isMobile:false, Screen:Current Resolution: 800x1280, Available Resolution: 800x1280, Color Depth: 24, Device XDPI: undefined, Device YDPI: undefined, UseCookie:true"	sms			สุนทรี ชูแก้ว	824485069	1	1	3	3	2	2	2	2	3	3	9	2	3	4	1	1																		1	1				1										0	1																			1														3002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	5	3	1	18	2	4	1	3	1	7	5	4	1	5	5	5	5	5	6	5	4	1	5	3	4	4	4	6	5	4	1	5	4	3	4	4	7	5	5	1	5	5	5	5	5	1	4	2	3	1	4	2	3	A-ให้ความรู้สึกซ่าสดชื่นจากฟองอากาศที่อยู่ในฉลาก B-ชอบความคมชัดจากตัวspyสีขาวตัดฉลากชมพูดูชัด C-ฉลากมีลายคล้ายสายน้ำไหลดูมีชีวิตชีวา D-สีฉลากชมพูตัดspyสีขาวให้ความรู้สึกเรียบหรูดุดี W-spyตัวสีแดงตัดดำทำให้ความคมชัดมากขึ้น X-spyตัวใหญ่พื้นสีแดงเพิ่มความใหม่wineด้วยตัวiรูปชวดสวยดี Y-spyสีแดงพื้นมีลูกเล่นจากคำว่าwineด้วยตัวiเพิ่มความแปลกใหม่ Z-spyสีแดงใหญ่ให้yมีความแปลกตาด้วย3จุดดูอินแทรน	1	4	18	2	4	1	3	7	6	6	6	1	2	3	4
223	FINISH		2.02603E+13	2.02603E+13	2.02603E+13		38	thank	intro;s1;s3_2;s3_3;s3;s5;s6;s7a;s7b;s7c;s7d;s8;s10;quota;l0;q0;q1_3;q4_3;q1_1;q4_1;q1_4;q4_4;q1_2;q4_2;q10;q11;q13;n0;q15_3;q15_1;q15_4;q15_2;q16;q12;	1.47.202.221	1211593158	"Browser:Chrome, Version:145.0.7632.80, OS:Android, OSVer:15, isMobile:false, Screen:Current Resolution: 800x1280, Available Resolution: 800x1280, Color Depth: 24, Device XDPI: undefined, Device YDPI: undefined, UseCookie:true"	sms			สมภพ สุดสงวน	939585724	2	1	3	3	3	2	1	2	3	3	9	2	4	3	1	1		1	0			0												1	1	1			0										0	1		0																		1													3003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	4	12	1	19	3	1	4	2	1	6	5	4	1	5	3	3	4	4	6	5	4	1	5	3	3	4	4	6	5	4	1	5	3	3	4	4	7	5	5	1	5	5	5	5	5	4	1	3	2	4	1	3	2	"A-spyตัวหนังสือตัวใหญ่สีฉลากชมพูมีลายวงกลมหลายวงเปรียบเหมือนฟองซ่าสดชื่น B-spyสีขาวตัดพื้นชมพูดูเด่นชัดมีลายบางๆคล้ายA,Uทำให้น่าชื้อแปลกตา C-สีฉลากมีลายคล้ายกระเบื้องดูแปลกตา D-spyสีชมพูตัดspyสีขาวมองเห็นเด่นชัดมองดูคลาสสิคน่าซื้อ W-spyสีแดงตัดขอบสีดำมองดูเป็น3มิติให้ความรู้สึกสวยทันสมัย X-spyสีแดงตัวพิมพ์ใหญ่ตัวiจากคำว่าwineเป็นรูปขวดดูแปลกตา Y-spyสีแดงตัวใหญ่คำว่าwineตัวiทำเป็นรูปขวดดูแปลกตา z-spyสีแดงมีความแตกต่างที่ตัวyจากจุด3จุดทำให้สมัยมากขึ้น  "	1	5	19	3	1	4	2	7	6	5	5	1	2	4	3
224	FINISH		2.02603E+13	2.02603E+13	2.02603E+13		38	thank	intro;s1;s3_2;s3_3;s3;s5;s6;s7a;s7b;s7c;s7d;s8;s10;quota;l0;q0;q1_3;q4_3;q1_2;q4_2;q1_1;q4_1;q1_4;q4_4;q10;q11;q13;n0;q15_3;q15_2;q15_4;q15_1;q16;q12;	49.230.14.92	3374313089	"Browser:Chrome, Version:145.0.7632.120, OS:Android, OSVer:13, isMobile:false, Screen:Current Resolution: 601x1007, Available Resolution: 601x1007, Color Depth: 24, Device XDPI: undefined, Device YDPI: undefined, UseCookie:true"	sms			ต่อศักดิ์ เสือใจหาญ	8518220040	2	1	3	2	3	2	1	2	3	2	9	2	4	3	1	1							0											1																1																		1															3001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	5	9	1	20	3	2	1	4	1	7	5	5	1	5	5	5	5	5	7	5	5	1	5	5	5	5	5	7	5	5	1	5	5	5	5	5	7	5	5	1	5	5	5	5	5	1	4	3	2	1	4	3	2	A - คำว่า spy  ตัวหนังสือตัวใหญ่ ฉลากสีชมพูมีลายวงกลมเหมือนฟองซ่า B - คำว่า spy สีขาวตัดกับพื้นสีชมพูดูเด่น มีลายตัว a และตัว u ทำให้ดูแปลกตา C - ฉลากมีลายคล้ายลายของกระเบื้อง ทำให้ดู แปลกตาทันสมัยดี D - คำว่า Spy สีขาว ตัดกับพื้นฉลากสีชมพูมองเห็นเด่นชัด W - คำว่า spy สีแดงตัดขอบสีดำอยู่เป็น 3 มิติทำให้ดูทันสมัย X - คำว่า spy สีแดงตัวพิมพ์ใหญ่ ตัว i ตรงคำว่า wine เป็นรูปขวดดูแปลกตาดี Y - คำว่า Spy สีแดงตัวใหญ่ ตรงคำว่า wine ตัว I เป็นรูปขวดดูแปลกตา Z - คำว่า spy สีแดงมีความแตกต่างตรงตัว y ที่มีจุด 3 จุดทำให้ดูทันสมัยมากขึ้น	1	5	20	3	2	4	1	7	7	7	7	1	3	4	2
